host_epoch_ns,host_monotonic_ns,source_ip,session,seq,device_ms,frame_id,loop_dt_ms,fps,detect_ms,measured,valid,coasting,track_x,track_y,measurement_x,measurement_y,measurement_radius,radius,position,position_px,error_px,lateral_px,velocity_px_s,quality,position_rejects,lateral_rejects,fixture_rejects,quality_rejects,jump_rejects,hits,misses,raw_blob_count,circle_count,candidate_count,candidates,local_search,fell_back,axis_x0,axis_y0,axis_x1,axis_y1,roi_x,roi_y,roi_w,roi_h,pipe_measured,pipe_valid,pipe_age_frames,pipe_blob_count,pipe_length,pipe_width,pipe_score
1785393812760147500,107083512256800,10.16.6.1,0015bb37,500,16351,906,49,47.52,12,True,True,False,368.034,110.599,368.033,110.619,8.25,8.25,0.935,316.029,147,-1,0.0,59.41,0,0,0,0,0,907,0,5,0,1,"[[370.742, 110.653, 8.25, 59.41]]",True,False,52.014,107.892,389.986,112.108,48,95,347,31,False,True,1,0,179.011,22.036,1990.7
1785393812794294600,107083546404300,10.16.6.1,0015bb37,501,16388,907,37,45.47,12,True,True,False,368.034,110.547,368.035,110.504,8.25,8.25,0.935,316.029,147,-1,0.0,60.979,0,0,0,0,0,908,0,5,0,1,"[[370.649, 110.537, 8.25, 60.979]]",True,False,52.014,107.892,389.986,112.108,48,95,347,31,False,True,2,0,179.011,22.036,1990.7
1785393812831531900,107083583641800,10.16.6.1,0015bb37,502,16419,908,31,43.41,16,True,True,False,368.034,110.531,368.035,110.518,8.25,8.25,0.935,316.029,147,-1,0.0,59.41,0,0,0,0,0,909,0,5,0,1,"[[370.792, 110.552, 8.25, 59.41]]",True,False,52.014,107.892,389.986,112.108,48,95,347,31,False,True,3,0,179.011,22.036,1990.7
1785393812866186500,107083618296700,10.16.6.1,0015bb37,503,16458,909,39,41.35,13,True,True,False,368.034,110.554,368.034,110.573,8.25,8.25,0.935,316.029,147,-1,0.0,60.979,0,0,0,0,0,910,0,5,0,1,"[[370.755, 110.607, 8.25, 60.979]]",True,False,52.014,107.892,389.986,112.108,48,95,347,31,False,True,4,0,179.011,22.036,1990.7
1785393812914314500,107083666423400,10.16.6.1,0015bb37,504,16487,910,29,38.83,31,True,True,False,368.034,110.529,368.034,110.508,8.25,8.25,0.935,316.029,147,-1,0.0,60.979,0,0,0,0,0,911,0,5,0,1,"[[370.811, 110.541, 8.25, 60.979]]",True,False,52.012,108.026,389.988,111.974,48,95,347,31,True,True,0,2,179.011,22.036,1988.75
1785393812948439600,107083700550100,10.16.6.1,0015bb37,505,16535,911,48,37.55,13,True,True,False,368.034,110.505,368.034,110.486,8.25,8.25,0.935,316.029,147,-1,0.0,62.033,0,0,0,0,0,912,0,5,0,1,"[[370.695, 110.517, 8.25, 62.033]]",True,False,52.012,108.026,389.988,111.974,48,95,347,31,False,True,1,0,179.011,22.036,1988.75
1785393812981430000,107083733539600,10.16.6.1,0015bb37,506,16572,912,37,36.32,11,True,True,False,368.033,110.584,368.032,110.649,8.25,8.25,0.935,316.029,147,-1,0.0,60.455,0,0,0,0,0,913,0,5,0,1,"[[370.739, 110.68, 8.25, 60.455]]",True,False,52.012,108.026,389.988,111.974,48,95,347,31,False,True,2,0,179.011,22.036,1988.75
1785393813013754700,107083765864300,10.16.6.1,0015bb37,507,16606,913,34,34.96,12,True,True,False,368.033,110.574,368.033,110.565,8.25,8.25,0.935,316.029,147,-1,0.0,60.979,0,0,0,0,0,914,0,5,0,1,"[[370.747, 110.597, 8.25, 60.979]]",True,False,52.012,108.026,389.988,111.974,48,95,347,31,False,True,3,0,179.011,22.036,1988.75
1785393813050562200,107083802672000,10.16.6.1,0015bb37,508,16640,914,34,33.69,13,True,True,False,368.033,110.582,368.033,110.589,8.25,8.25,0.935,316.029,147,-1,0.0,61.505,0,0,0,0,0,915,0,5,0,1,"[[370.651, 110.62, 8.25, 61.505]]",True,False,52.012,108.026,389.988,111.974,48,95,347,31,False,True,4,0,179.011,22.036,1988.75
1785393813100549800,107083852659000,10.16.6.1,0015bb37,509,16677,915,37,31.75,28,True,True,False,368.037,110.548,368.037,110.52,8.0,8.07,0.935,316.029,147,-2,0.0,61.717,0,0,0,0,0,916,0,5,0,1,"[[370.865, 110.56, 8.0, 61.717]]",True,False,52.018,107.559,389.982,112.441,48,95,347,31,True,True,0,1,179.025,21.023,2059.655
1785393813136932100,107083889041700,10.16.6.1,0015bb37,510,16727,916,50,30.81,14,True,True,False,368.037,110.52,368.038,110.497,8.25,8.2,0.935,316.029,147,-2,0.0,62.033,0,0,0,0,0,917,0,5,0,1,"[[370.599, 110.534, 8.25, 62.033]]",True,False,52.018,107.559,389.982,112.441,48,95,347,31,False,True,1,0,179.025,21.023,2059.655
1785393813170821800,107083922931500,10.16.6.1,0015bb37,511,16764,917,37,29.75,12,True,True,False,368.037,110.544,368.037,110.563,8.0,8.056,0.935,316.029,147,-2,0.0,63.912,0,0,0,0,0,918,0,5,0,1,"[[370.708, 110.602, 8.0, 63.912]]",True,False,52.018,107.559,389.982,112.441,48,95,347,31,False,True,2,0,179.025,21.023,2059.655
1785393813206172800,107083958282000,10.16.6.1,0015bb37,512,16798,918,34,28.81,15,True,True,False,368.037,110.546,368.037,110.549,8.25,8.196,0.935,316.029,147,-2,0.0,63.091,0,0,0,0,0,919,0,5,0,1,"[[370.584, 110.585, 8.25, 63.091]]",True,False,52.018,107.559,389.982,112.441,48,95,347,31,False,True,3,0,179.025,21.023,2059.655
1785393813247000200,107083999109500,10.16.6.1,0015bb37,513,16835,919,37,27.78,14,True,True,False,368.037,110.569,368.036,110.587,8.25,8.235,0.935,316.029,147,-2,0.0,62.033,0,0,0,0,0,920,0,5,0,1,"[[370.578, 110.624, 8.25, 62.033]]",True,False,52.018,107.559,389.982,112.441,48,95,347,31,False,True,4,0,179.025,21.023,2059.655
1785393813296731200,107084048841000,10.16.6.1,0015bb37,514,16872,920,37,27.17,32,True,True,False,368.038,110.596,368.038,110.619,8.25,8.246,0.935,316.029,147,-2,0.0,60.979,0,0,0,0,0,921,0,5,0,1,"[[370.692, 110.661, 8.25, 60.979]]",True,False,52.021,107.348,389.979,112.652,48,95,347,31,True,True,0,2,179.025,22.022,1992.234
1785393813330000500,107084082110300,10.16.6.1,0015bb37,515,16923,921,51,26.93,13,True,True,False,368.04,110.525,368.04,110.467,8.25,8.249,0.935,316.029,147,-2,0.0,60.455,0,0,0,0,0,922,0,5,0,1,"[[370.81, 110.511, 8.25, 60.455]]",True,False,52.021,107.348,389.979,112.652,48,95,347,31,False,True,1,0,179.025,22.022,1992.234
1785393813367848100,107084119957800,10.16.6.1,0015bb37,516,16957,922,34,26.92,16,True,True,False,368.04,110.507,368.04,110.492,8.25,8.25,0.935,316.029,147,-2,0.0,61.505,0,0,0,0,0,923,0,5,0,1,"[[370.792, 110.536, 8.25, 61.505]]",True,False,52.021,107.348,389.979,112.652,48,95,347,31,False,True,2,0,179.025,22.022,1992.234
1785393813403798600,107084155908400,10.16.6.1,0015bb37,517,16996,923,39,26.56,12,True,True,False,368.041,110.454,368.041,110.411,8.25,8.25,0.935,316.029,147,-2,0.0,61.505,0,0,0,0,0,924,0,5,0,1,"[[370.631, 110.452, 8.25, 61.505]]",True,False,52.021,107.348,389.979,112.652,48,95,347,31,False,True,3,0,179.025,22.022,1992.234
1785393813439593200,107084191703000,10.16.6.1,0015bb37,518,17032,924,36,25.96,19,True,True,False,368.04,110.484,368.04,110.509,8.25,8.25,0.935,316.029,147,-2,0.0,62.033,0,0,0,0,0,925,0,5,0,1,"[[370.724, 110.551, 8.25, 62.033]]",True,False,52.021,107.348,389.979,112.652,48,95,347,31,False,True,4,0,179.025,22.022,1992.234
1785393813494109000,107084246218500,10.16.6.1,0015bb37,520,17069,925,37,25.88,31,True,True,False,368.042,110.461,368.042,110.443,8.0,8.07,0.935,316.03,147,-2,0.0,60.629,0,0,0,0,0,926,0,5,0,1,"[[370.827, 110.488, 8.0, 60.629]]",True,False,52.023,107.253,389.977,112.747,48,95,347,31,True,True,0,2,179.025,22.022,1992.234
1785393813525889100,107084277999100,10.16.6.1,0015bb37,521,17118,926,49,25.88,18,True,True,False,368.042,110.421,368.043,110.388,8.25,8.2,0.935,316.03,147,-2,0.0,60.979,0,0,0,0,0,927,0,5,0,1,"[[370.446, 110.427, 8.25, 60.979]]",True,False,52.023,107.253,389.977,112.747,48,95,347,31,False,True,1,0,179.025,22.022,1992.234
1785393813572475400,107084324585600,10.16.6.1,0015bb37,522,17153,927,35,25.8,22,True,True,False,368.042,110.43,368.042,110.437,8.25,8.236,0.935,316.03,147,-2,0.0,63.091,0,0,0,0,0,928,0,5,0,1,"[[370.543, 110.478, 8.25, 63.091]]",True,False,52.023,107.253,389.977,112.747,48,95,347,31,False,True,2,0,179.025,22.022,1992.234
1785393813620317000,107084372426500,10.16.6.1,0015bb37,523,17208,928,55,25.38,15,True,True,False,368.041,110.498,368.04,110.554,8.25,8.246,0.935,316.03,147,-2,0.0,61.505,0,0,0,0,0,929,0,5,0,1,"[[370.708, 110.598, 8.25, 61.505]]",True,False,52.023,107.253,389.977,112.747,48,95,347,31,False,True,3,0,179.025,22.022,1992.234
1785393813669857200,107084421967000,10.16.6.1,0015bb37,524,17248,929,40,25.04,22,True,True,False,368.041,110.53,368.04,110.556,8.25,8.249,0.935,316.03,147,-2,0.0,62.033,0,0,0,0,0,930,0,5,0,1,"[[370.675, 110.599, 8.25, 62.033]]",True,False,52.023,107.253,389.977,112.747,48,95,347,31,False,True,4,0,179.025,22.022,1992.234
1785393813720983600,107084473093300,10.16.6.1,0015bb37,525,17296,930,48,24.82,28,True,True,False,368.035,110.564,368.035,110.593,8.0,8.07,0.935,316.029,147,-1,0.0,61.172,0,0,0,0,0,931,0,5,0,1,"[[370.943, 110.632, 8.0, 61.172]]",True,False,52.016,107.739,389.984,112.261,48,95,347,31,True,True,0,2,179.011,22.036,1990.4
1785393813754563000,107084506672700,10.16.6.1,0015bb37,526,17347,931,51,24.63,13,True,True,False,368.034,110.636,368.033,110.694,8.25,8.2,0.935,316.029,147,-1,0.0,60.979,0,0,0,0,0,932,0,5,0,1,"[[370.586, 110.728, 8.25, 60.979]]",True,False,52.016,107.739,389.984,112.261,48,95,347,31,False,True,1,0,179.011,22.036,1990.4
1785393813790427200,107084542537000,10.16.6.1,0015bb37,527,17381,932,34,24.64,15,True,True,False,368.034,110.626,368.034,110.618,8.5,8.416,0.935,316.029,147,-1,0.0,59.88,0,0,0,0,0,933,0,5,0,1,"[[370.619, 110.653, 8.5, 59.88]]",True,False,52.016,107.739,389.984,112.261,48,95,347,31,False,True,2,0,179.011,22.036,1990.4
1785393813823900200,107084576009900,10.16.6.1,0015bb37,528,17417,933,36,24.63,12,True,True,False,368.035,110.579,368.035,110.541,8.25,8.296,0.935,316.029,147,-1,0.0,59.931,0,0,0,0,0,934,0,5,0,1,"[[370.751, 110.577, 8.25, 59.931]]",True,False,52.016,107.739,389.984,112.261,48,95,347,31,False,True,3,0,179.011,22.036,1990.4
1785393813852531700,107084604641200,10.16.6.1,0015bb37,529,17445,934,28,24.9,12,True,True,False,368.035,110.568,368.035,110.56,8.25,8.263,0.935,316.029,147,-1,0.0,59.41,0,0,0,0,0,935,0,5,0,1,"[[370.807, 110.597, 8.25, 59.41]]",True,False,52.016,107.739,389.984,112.261,48,95,347,31,False,True,4,0,179.011,22.036,1990.4
1785393813876382800,107084628492300,10.16.6.1,0015bb37,530,17476,935,31,25.51,13,True,True,False,368.033,110.596,368.033,110.618,8.25,8.254,0.935,316.029,147,-1,0.0,59.931,0,0,0,0,0,936,0,5,0,1,"[[370.851, 110.652, 8.25, 59.931]]",True,False,52.013,107.958,389.987,112.042,48,95,347,31,True,True,0,2,179.011,22.036,1989.95
1785393813897012200,107084649122000,10.16.6.1,0015bb37,531,17500,936,24,26.18,5,True,True,False,368.033,110.575,368.034,110.559,8.0,8.071,0.935,316.029,147,-1,0.0,61.717,0,0,0,0,0,937,0,5,0,1,"[[370.907, 110.593, 8.0, 61.717]]",True,False,52.013,107.958,389.987,112.042,48,95,347,31,False,True,1,0,179.011,22.036,1989.95
1785393813926656000,107084678765900,10.16.6.1,0015bb37,532,17528,938,12,27.53,11,True,True,False,368.033,110.579,368.033,110.587,8.25,8.186,0.935,316.029,147,-1,0.0,60.979,0,0,0,0,0,939,0,5,0,1,"[[370.726, 110.62, 8.25, 60.979]]",True,False,52.013,107.958,389.987,112.042,48,95,347,31,False,True,3,0,179.011,22.036,1989.95
1785393813961751900,107084713861200,10.16.6.1,0015bb37,533,17562,940,12,29.82,13,True,True,False,368.032,110.617,368.032,110.629,8.0,8.015,0.935,316.03,147,-1,0.0,62.264,0,0,0,0,0,941,0,2,0,1,"[[370.758, 110.66, 8.0, 62.264]]",True,False,52.011,108.056,389.989,111.944,48,96,347,29,True,True,0,2,179.011,22.036,1992.05
1785393813993888800,107084745997900,10.16.6.1,0015bb37,534,17597,942,12,31.82,4,True,True,False,368.032,110.636,368.032,110.618,8.25,8.181,0.935,316.03,147,-1,0.0,60.979,0,0,0,0,0,943,0,2,0,1,"[[370.677, 110.649, 8.25, 60.979]]",True,False,52.011,108.056,389.989,111.944,48,96,347,29,False,True,2,0,179.011,22.036,1992.05
1785393814021644700,107084773754300,10.16.6.1,0015bb37,535,17625,944,12,34.29,9,True,True,False,368.033,110.589,368.033,110.582,8.25,8.194,0.935,316.03,147,-1,0.0,60.455,0,0,0,0,0,945,0,2,0,1,"[[370.668, 110.612, 8.25, 60.455]]",True,False,52.011,108.056,389.989,111.944,48,96,347,29,False,True,4,0,179.011,22.036,1992.05
1785393814079492500,107084831602300,10.16.6.1,0015bb37,536,17673,946,30,36.27,14,True,True,False,368.036,110.6,368.036,110.607,8.25,8.246,0.935,316.029,147,-2,0.0,60.455,0,0,0,0,0,947,0,5,0,1,"[[370.505, 110.643, 8.25, 60.455]]",True,False,52.018,107.572,389.982,112.428,48,95,347,31,False,True,1,0,179.025,21.023,2060.255
1785393814095376400,107084847485800,10.16.6.1,0015bb37,537,17699,947,26,37.54,9,True,True,False,368.036,110.594,368.036,110.59,8.25,8.249,0.935,316.029,147,-2,0.0,61.505,0,0,0,0,0,948,0,5,0,1,"[[370.435, 110.624, 8.25, 61.505]]",True,False,52.018,107.572,389.982,112.428,48,95,347,31,False,True,2,0,179.025,21.023,2060.255
1785393814142483100,107084894592300,10.16.6.1,0015bb37,538,17734,949,16,42.04,12,True,True,False,368.036,110.569,368.036,110.582,8.25,8.25,0.935,316.029,147,-2,0.0,62.033,0,0,0,0,0,950,0,5,0,1,"[[370.599, 110.618, 8.25, 62.033]]",True,False,52.018,107.572,389.982,112.428,48,95,347,31,False,True,4,0,179.025,21.023,2060.255
1785393814212035400,107084964145000,10.16.6.1,0015bb37,539,17768,950,34,41.57,37,True,True,False,368.039,110.562,368.039,110.556,8.25,8.25,0.935,316.029,147,-2,0.0,62.033,0,0,0,0,0,951,0,5,0,1,"[[370.418, 110.593, 8.25, 62.033]]",True,False,52.021,107.354,389.979,112.646,48,95,347,31,True,True,0,2,179.025,22.022,1991.934
1785393814252038600,107085004147500,10.16.6.1,0015bb37,540,17833,951,65,40.53,20,True,True,False,368.04,110.494,368.041,110.438,8.25,8.25,0.935,316.029,147,-2,0.0,60.455,0,0,0,0,0,952,0,5,0,1,"[[370.484, 110.476, 8.25, 60.455]]",True,False,52.021,107.354,389.979,112.646,48,95,347,31,False,True,1,0,179.025,22.022,1991.934
1785393814272826600,107085024936600,10.16.6.1,0015bb37,541,17876,952,43,41.23,5,True,True,False,368.04,110.475,368.04,110.459,8.25,8.25,0.935,316.029,147,-2,0.0,62.033,0,0,0,0,0,953,0,5,0,1,"[[370.404, 110.496, 8.25, 62.033]]",True,False,52.021,107.354,389.979,112.646,48,95,347,31,False,True,2,0,179.025,22.022,1991.934
1785393814290165600,107085042275300,10.16.6.1,0015bb37,542,17892,953,16,42.38,10,True,True,False,368.04,110.476,368.04,110.477,8.25,8.25,0.935,316.029,147,-2,0.0,61.505,0,0,0,0,0,954,0,5,0,1,"[[370.491, 110.515, 8.25, 61.505]]",True,False,52.021,107.354,389.979,112.646,48,95,347,31,False,True,3,0,179.025,22.022,1991.934
1785393814382910400,107085135020200,10.16.6.1,0015bb37,543,17952,955,36,40.06,36,True,True,False,368.041,110.475,368.042,110.474,8.25,8.3,0.935,316.03,147,-2,0.0,63.623,0,0,0,0,0,956,0,5,0,1,"[[370.532, 110.514, 8.25, 63.623]]",True,False,52.022,107.256,389.978,112.744,48,95,347,31,True,True,0,2,179.025,22.022,1992.984
1785393814431811500,107085183921400,10.16.6.1,0015bb37,544,18010,956,58,37.77,24,True,True,False,368.042,110.443,368.042,110.418,8.25,8.264,0.935,316.03,147,-2,0.0,61.505,0,0,0,0,0,957,0,5,0,1,"[[370.512, 110.458, 8.25, 61.505]]",True,False,52.022,107.256,389.978,112.744,48,95,347,31,False,True,1,0,179.025,22.022,1992.984
1785393814458814900,107085210924500,10.16.6.1,0015bb37,546,18061,957,51,36.64,9,True,True,False,368.041,110.485,368.041,110.518,8.25,8.254,0.935,316.03,147,-2,0.0,62.561,0,0,0,0,0,958,0,5,0,1,"[[370.54, 110.559, 8.25, 62.561]]",True,False,52.022,107.256,389.978,112.744,48,95,347,31,False,True,2,0,179.025,22.022,1992.984
1785393814490727700,107085242837500,10.16.6.1,0015bb37,547,18094,959,12,36.73,4,True,True,False,368.04,110.548,368.04,110.537,8.25,8.25,0.935,316.03,147,-2,0.0,62.033,0,0,0,0,0,960,0,5,0,1,"[[370.592, 110.578, 8.25, 62.033]]",True,False,52.022,107.256,389.978,112.744,48,95,347,31,False,True,4,0,179.025,22.022,1992.984
1785393814527069100,107085279179000,10.16.6.1,0015bb37,548,18130,961,20,36.62,4,True,True,False,368.041,110.548,368.041,110.532,8.25,8.25,0.935,316.03,147,-2,0.0,63.091,0,0,0,0,0,962,0,5,0,1,"[[370.385, 110.57, 8.25, 63.091]]",True,False,52.023,107.212,389.977,112.788,48,95,347,31,False,True,1,0,179.025,22.022,1992.234
1785393814553937200,107085306047100,10.16.6.1,0015bb37,549,18158,963,12,36.64,9,True,True,False,368.04,110.597,368.04,110.631,8.25,8.25,0.935,316.03,147,-2,0.0,63.091,0,0,0,0,0,964,0,5,0,1,"[[370.584, 110.673, 8.25, 63.091]]",True,False,52.023,107.212,389.977,112.788,48,95,347,31,False,True,3,0,179.025,22.022,1992.234
1785393814589906500,107085342016600,10.16.6.1,0015bb37,550,18191,965,19,36.96,11,True,True,False,368.036,110.539,368.036,110.513,8.25,8.25,0.935,316.029,147,-1,0.0,62.033,0,0,0,0,0,966,0,5,0,1,"[[370.599, 110.547, 8.25, 62.033]]",True,False,52.016,107.72,389.984,112.28,48,95,347,31,True,True,0,1,179.011,22.036,1989.8
1785393814617752700,107085369864000,10.16.6.1,0015bb37,551,18225,967,13,38.28,5,True,True,False,368.036,110.5,368.036,110.506,8.25,8.25,0.935,316.029,147,-1,0.0,60.455,0,0,0,0,0,968,0,5,0,1,"[[370.696, 110.542, 8.25, 60.455]]",True,False,52.016,107.72,389.984,112.28,48,95,347,31,False,True,2,0,179.011,22.036,1989.8
1785393814651727200,107085403836300,10.16.6.1,0015bb37,552,18255,969,13,38.55,9,True,True,False,368.036,110.508,368.036,110.535,8.25,8.25,0.935,316.029,147,-1,0.0,60.979,0,0,0,0,0,970,0,5,0,1,"[[370.755, 110.572, 8.25, 60.979]]",True,False,52.016,107.72,389.984,112.28,48,95,347,31,False,True,4,0,179.011,22.036,1989.8
1785393814686950100,107085439059700,10.16.6.1,0015bb37,553,18291,971,15,44.85,8,True,True,False,368.038,110.56,368.038,110.573,8.25,8.2,0.935,316.029,147,-2,0.0,64.156,0,0,0,0,0,972,0,5,0,1,"[[370.475, 110.611, 8.25, 64.156]]",True,False,52.02,107.421,389.98,112.579,48,95,347,31,False,True,1,0,179.025,22.022,1992.984
1785393814714575300,107085466685000,10.16.6.1,0015bb37,554,18322,973,17,47.08,5,True,True,False,368.038,110.579,368.038,110.597,8.25,8.246,0.935,316.029,147,-2,0.0,62.561,0,0,0,0,0,974,0,5,0,1,"[[370.519, 110.635, 8.25, 62.561]]",True,False,52.02,107.421,389.98,112.579,48,95,347,31,False,True,3,0,179.025,22.022,1992.984
1785393814751216700,107085503326600,10.16.6.1,0015bb37,555,18352,975,13,53.22,12,True,True,False,368.04,110.547,368.04,110.529,8.25,8.25,0.935,316.029,147,-2,0.0,63.091,0,0,0,0,0,976,0,5,0,1,"[[370.557, 110.57, 8.25, 63.091]]",True,False,52.022,107.286,389.978,112.714,48,95,347,31,True,True,0,2,179.025,22.022,1992.384
1785393814784281500,107085536391000,10.16.6.1,0015bb37,556,18388,977,13,61.3,9,True,True,False,368.039,110.578,368.039,110.577,8.25,8.25,0.935,316.029,147,-2,0.0,63.091,0,0,0,0,0,978,0,5,0,1,"[[370.563, 110.618, 8.25, 63.091]]",True,False,52.022,107.286,389.978,112.714,48,95,347,31,False,True,2,0,179.025,22.022,1992.384
1785393814817902500,107085570012300,10.16.6.1,0015bb37,557,18422,979,13,61.04,4,True,True,False,368.041,110.501,368.041,110.463,8.25,8.25,0.935,316.029,147,-2,0.0,62.033,0,0,0,0,0,980,0,5,0,1,"[[370.599, 110.504, 8.25, 62.033]]",True,False,52.022,107.286,389.978,112.714,48,95,347,31,False,True,4,0,179.025,22.022,1992.384
1785393814852052200,107085604162100,10.16.6.1,0015bb37,558,18457,981,20,61.13,5,True,True,False,368.042,110.484,368.042,110.499,8.25,8.25,0.935,316.03,147,-2,0.0,63.623,0,0,0,0,0,982,0,5,0,1,"[[370.451, 110.539, 8.25, 63.623]]",True,False,52.023,107.225,389.977,112.775,48,95,347,31,False,True,1,0,179.025,22.022,1991.784
1785393814882487500,107085634597500,10.16.6.1,0015bb37,559,18486,983,14,60.92,9,True,True,False,368.042,110.49,368.042,110.471,8.25,8.25,0.935,316.03,147,-2,0.0,62.033,0,0,0,0,0,984,0,5,0,1,"[[370.62, 110.513, 8.25, 62.033]]",True,False,52.023,107.225,389.977,112.775,48,95,347,31,False,True,3,0,179.025,22.022,1991.784
1785393814917960000,107085670070200,10.16.6.1,0015bb37,560,18519,985,14,60.89,12,True,True,False,368.035,110.556,368.035,110.561,8.25,8.25,0.935,316.029,147,-1,0.0,63.623,0,0,0,0,0,986,0,5,0,1,"[[370.484, 110.594, 8.25, 63.623]]",True,False,52.016,107.726,389.984,112.274,48,95,347,31,True,True,0,1,179.011,22.036,1989.65
1785393814966281000,107085718390700,10.16.6.1,0015bb37,561,18568,987,28,58.59,4,True,True,False,368.035,110.576,368.035,110.59,8.25,8.2,0.935,316.029,147,-1,0.0,59.931,0,0,0,0,0,988,0,5,0,1,"[[370.73, 110.626, 8.25, 59.931]]",True,False,52.016,107.726,389.984,112.274,48,95,347,31,False,True,2,0,179.011,22.036,1989.65
1785393814980994900,107085733104300,10.16.6.1,0015bb37,562,18585,988,17,58.32,9,True,True,False,368.036,110.518,368.036,110.471,8.25,8.236,0.935,316.029,147,-1,0.0,59.931,0,0,0,0,0,989,0,5,0,1,"[[370.508, 110.505, 8.25, 59.931]]",True,False,52.016,107.726,389.984,112.274,48,95,347,31,False,True,3,0,179.011,22.036,1989.65
1785393815021036700,107085773145700,10.16.6.1,0015bb37,563,18618,990,14,58.24,13,True,True,False,368.039,110.476,368.04,110.458,8.0,8.069,0.935,316.029,147,-2,0.0,59.927,0,0,0,0,0,991,0,5,0,1,"[[370.628, 110.498, 8.0, 59.927]]",True,False,52.02,107.423,389.98,112.577,48,95,347,31,True,True,0,1,179.025,22.022,1992.834
1785393815051206300,107085803316100,10.16.6.1,0015bb37,564,18655,992,14,57.38,9,True,True,False,368.039,110.525,368.038,110.574,8.25,8.185,0.935,316.029,147,-2,0.0,60.455,0,0,0,0,0,993,0,5,0,1,"[[370.831, 110.616, 8.25, 60.455]]",True,False,52.02,107.423,389.98,112.577,48,95,347,31,False,True,2,0,179.025,22.022,1992.834
1785393815086029300,107085838139300,10.16.6.1,0015bb37,565,18689,994,19,58.02,4,True,True,False,368.04,110.464,368.04,110.445,8.0,8.015,0.935,316.029,147,-2,0.0,56.822,0,0,0,0,0,995,0,5,0,1,"[[370.693, 110.485, 8.0, 56.822]]",True,False,52.02,107.423,389.98,112.577,48,95,347,31,False,True,4,0,179.025,22.022,1992.834
1785393815123081900,107085875190800,10.16.6.1,0015bb37,566,18727,996,22,56.94,9,True,True,False,368.04,110.524,368.04,110.522,8.25,8.232,0.935,316.029,147,-2,0.0,60.455,0,0,0,0,0,997,0,5,0,1,"[[370.569, 110.562, 8.25, 60.455]]",True,False,52.022,107.287,389.978,112.713,48,95,347,31,False,True,1,0,179.025,22.022,1993.884
1785393815157544200,107085909656000,10.16.6.1,0015bb37,567,18760,998,18,57.07,5,True,True,False,368.041,110.467,368.042,110.43,8.25,8.249,0.935,316.029,147,-2,0.0,60.979,0,0,0,0,0,999,0,5,0,1,"[[370.671, 110.472, 8.25, 60.979]]",True,False,52.022,107.287,389.978,112.713,48,95,347,31,False,True,3,0,179.025,22.022,1993.884
1785393815174474800,107085926584700,10.16.6.1,0015bb37,568,18779,999,19,55.37,8,True,True,False,368.041,110.459,368.041,110.454,8.25,8.25,0.935,316.029,147,-2,0.0,59.41,0,0,0,0,0,1000,0,5,0,1,"[[370.599, 110.495, 8.25, 59.41]]",True,False,52.022,107.287,389.978,112.713,48,95,347,31,False,True,4,0,179.025,22.022,1993.884
1785393815211720400,107085963829800,10.16.6.1,0015bb37,569,18819,1001,22,55.13,5,True,True,False,368.042,110.469,368.042,110.481,8.25,8.25,0.935,316.03,147,-2,0.0,62.561,0,0,0,0,0,1002,0,5,0,1,"[[370.533, 110.522, 8.25, 62.561]]",True,False,52.023,107.226,389.977,112.774,48,95,347,31,False,True,1,0,179.025,22.022,1992.834
1785393815246323700,107085998433100,10.16.6.1,0015bb37,570,18850,1003,15,54.96,9,True,True,False,368.042,110.482,368.042,110.461,8.25,8.25,0.935,316.03,147,-2,0.0,61.505,0,0,0,0,0,1004,0,5,0,1,"[[370.694, 110.504, 8.25, 61.505]]",True,False,52.023,107.226,389.977,112.774,48,95,347,31,False,True,3,0,179.025,22.022,1992.834
1785393815283133300,107086035243500,10.16.6.1,0015bb37,571,18884,1005,15,54.79,12,True,True,False,368.036,110.52,368.035,110.539,8.25,8.2,0.935,316.029,147,-1,0.0,61.505,0,0,0,0,0,1006,0,5,0,1,"[[370.624, 110.574, 8.25, 61.505]]",True,False,52.016,107.727,389.984,112.273,48,95,347,31,True,True,0,2,179.011,22.036,1991.0
1785393815318768200,107086070878000,10.16.6.1,0015bb37,572,18923,1007,17,55.64,8,True,True,False,368.037,110.456,368.037,110.43,8.25,8.246,0.935,316.029,147,-2,0.0,60.455,0,0,0,0,0,1008,0,5,0,1,"[[370.611, 110.464, 8.25, 60.455]]",True,False,52.016,107.727,389.984,112.273,48,95,347,31,False,True,2,0,179.011,22.036,1991.0
1785393815351830900,107086103940700,10.16.6.1,0015bb37,573,18956,1009,16,56.82,4,True,True,False,368.036,110.501,368.036,110.532,8.25,8.25,0.935,316.029,147,-1,0.0,61.505,0,0,0,0,0,1010,0,5,0,1,"[[370.659, 110.567, 8.25, 61.505]]",True,False,52.016,107.727,389.984,112.273,48,95,347,31,False,True,4,0,179.011,22.036,1991.0
1785393815389865500,107086141975400,10.16.6.1,0015bb37,574,18994,1011,24,57.11,8,True,True,False,368.04,110.444,368.041,110.391,8.25,8.25,0.935,316.029,147,-2,0.0,61.505,0,0,0,0,0,1012,0,5,0,1,"[[370.561, 110.43, 8.25, 61.505]]",True,False,52.02,107.424,389.98,112.576,48,95,347,31,False,True,1,0,179.025,22.022,1993.434
