preview_frame_id,host_epoch_ns,host_monotonic_ns,video_source_epoch_ns,video_pipeline_latency_ms,telemetry_match_delta_ms,sync_offset_ms,decoded_frame_seq,dropped_frames,telemetry_session,telemetry_seq,telemetry_device_ms,tracking_frame_id
234,1785481822689560600,195093441845900,1785481822586956032,102.604568,8.530968,0.0,234,0,000070ca,6730,216784,8559
235,1785481822739787900,195093492073200,1785481822637622016,102.165884,1.973384,0.0,235,0,000070ca,6731,216827,8561
236,1785481822789401200,195093541686500,1785481822686978048,102.423152,19.459152,0.0,236,0,000070ca,6733,216893,8564
237,1785481822839504400,195093591789700,1785481822736988928,102.515472,-12.461428,0.0,237,0,000070ca,6734,216917,8565
238,1785481822889658300,195093641943700,1785481822787000064,102.658236,9.980436,0.0,238,0,000070ca,6736,216982,8568
239,1785481822939391500,195093691676800,1785481822837410816,101.980684,-21.791116,0.0,239,0,000070ca,6737,217010,8569
240,1785481822989378600,195093741663900,1785481822887467008,101.911592,18.489992,0.0,240,0,000070ca,6740,217097,8573
241,1785481823039864900,195093792150200,1785481822937133056,102.731844,-9.645556,0.0,241,0,000070ca,6741,217116,8574
242,1785481823090371400,195093842656400,1785481822986932992,103.438408,12.056308,0.0,242,0,000070ca,6743,217193,8577
243,1785481823139163100,195093891448300,1785481823037566976,101.596124,-21.387676,0.0,243,0,000070ca,6744,217210,8578
244,1785481823188892900,195093941178200,1785481823087721984,101.170916,-5.339984,0.0,244,0,000070ca,6746,217276,8581
245,1785481823239824300,195093992109600,1785481823136889088,102.935212,-10.867488,0.0,245,0,000070ca,6747,217316,8583
246,1785481823289226700,195094041512000,1785481823186767104,102.459596,8.922096,0.0,246,0,000070ca,6749,217384,8586
247,1785481823339084900,195094091370400,1785481823237521920,101.56298,20.21158,0.0,247,0,000070ca,6751,217449,8589
248,1785481823389806000,195094142091300,1785481823287055872,102.750128,12.143428,0.0,248,0,000070ca,6752,217493,8591
249,1785481823445231900,195094197517200,1785481823337011200,108.2207,-9.5011,0.0,249,0,000070ca,6753,217514,8592
250,1785481823489371600,195094241657000,1785481823387467008,101.904592,24.076192,0.0,250,0,000070ca,6755,217583,8595
251,1785481823539473300,195094291758500,1785481823437978112,101.495188,2.735488,0.0,251,0,000070ca,6756,217625,8596
252,1785481823590311600,195094342596700,1785481823487366912,102.944688,-6.830212,0.0,252,0,000070ca,6758,217674,8598
253,1785481823640186600,195094392472000,1785481823537122048,103.064552,-9.658948,0.0,253,0,000070ca,6759,217714,8600
254,1785481823690790200,195094443075500,1785481823587533056,103.257144,7.937844,0.0,254,0,000070ca,6761,217783,8603
255,1785481823739799000,195094492084300,1785481823637677824,102.121176,7.891576,0.0,255,0,000070ca,6763,217833,8605
256,1785481823789436300,195094541721600,1785481823687110912,102.325388,-4.702112,0.0,256,0,000070ca,6764,217876,8607
257,1785481823839960000,195094592245300,1785481823737710848,102.249152,19.329752,0.0,257,0,000070ca,6766,217949,8610
258,1785481823889536300,195094641821700,1785481823787077888,102.458412,-9.470888,0.0,258,0,000070ca,6767,217967,8611
259,1785481823940457600,195094692742900,1785481823837156096,103.301504,11.552604,0.0,259,0,000070ca,6770,218043,8614
260,1785481823990026700,195094742312000,1785481823887588864,102.437836,7.375536,0.0,260,0,000070ca,6771,218077,8616
261,1785481824039588600,195094791873900,1785481823938456064,101.132536,22.667136,0.0,261,0,000070ca,6773,218149,8619
262,1785481824089553800,195094841839100,1785481823987577856,101.975944,5.812544,0.0,262,0,000070ca,6774,218176,8620
263,1785481824139376300,195094891661700,1785481824037432832,101.943468,17.124968,0.0,263,0,000070ca,6776,218246,8623
264,1785481824189666100,195094941951200,1785481824086888960,102.77714,-6.94176,0.0,264,0,000070ca,6777,218266,8624
265,1785481824239921100,195094992206700,1785481824136933120,102.98798,10.99388,0.0,265,0,000070ca,6779,218336,8627
266,1785481824289224400,195095041509600,1785481824187577856,101.646544,7.695944,0.0,266,0,000070ca,6780,218382,8629
267,1785481824339325900,195095091610800,1785481824237089024,102.236876,-22.498824,0.0,267,0,000070ca,6781,218408,8630
268,1785481824389329100,195095141614100,1785481824287111168,102.217932,-6.855268,0.0,268,0,000070ca,6783,218470,8633
269,1785481824439185200,195095191470700,1785481824337033984,102.151216,20.167916,0.0,269,0,000070ca,6785,218544,8636
270,1785481824489962900,195095242248200,1785481824386956032,103.006868,-9.113232,0.0,270,0,000070ca,6786,218567,8637
271,1785481824539824200,195095292109300,1785481824436922112,102.902088,10.326788,0.0,271,0,000070ca,6788,218632,8640
272,1785481824589360000,195095341645200,1785481824487577856,101.782144,-21.573456,0.0,272,0,000070ca,6789,218660,8641
273,1785481824639641900,195095391927100,1785481824537600000,102.0419,20.0764,0.0,273,0,000070ca,6791,218749,8645
274,1785481824689762500,195095442047800,1785481824586855936,102.906564,-7.314136,0.0,274,0,000070ca,6792,218769,8646
275,1785481824739286700,195095491572100,1785481824636933120,102.35358,9.93808,0.0,275,0,000070ca,6794,218835,8649
276,1785481824789272000,195095541557100,1785481824687443968,101.828032,-21.874468,0.0,276,0,000070ca,6795,218860,8650
277,1785481824839717100,195095592002300,1785481824736888832,102.828268,-6.787032,0.0,277,0,000070ca,6797,218924,8653
278,1785481824889944300,195095642229800,1785481824787045120,102.89918,-10.65492,0.0,278,0,000070ca,6798,218966,8655
279,1785481824939344600,195095691629800,1785481824837389056,101.955544,7.822844,0.0,279,0,000070ca,6801,219033,8658
280,1785481824989720000,195095742005200,1785481824887622144,102.097856,22.182356,0.0,280,0,000070ca,6803,219101,8661
281,1785481825039303400,195095791588700,1785481824936999936,102.303464,-7.313536,0.0,281,0,000070ca,6804,219120,8662
282,1785481825089868400,195095842153800,1785481824987278080,102.59032,-5.94128,0.0,282,0,000070ca,6805,219165,8664
283,1785481825140871500,195095893156900,1785481825036999936,103.871564,8.294264,0.0,283,0,000070ca,6807,219234,8667
284,1785481825190514800,195095942800100,1785481825087910912,102.603888,-15.273312,0.0,284,0,000070ca,6808,219258,8668
285,1785481825240490100,195095992775400,1785481825137689088,102.801012,1.690112,0.0,285,0,000070ca,6810,219327,8671
286,1785481825289947000,195096042232300,1785481825187844864,102.102136,18.780336,0.0,286,0,000070ca,6812,219398,8674
287,1785481825340246300,195096092531500,1785481825237377792,102.868508,-12.936092,0.0,287,0,000070ca,6813,219417,8675
288,1785481825389647600,195096141932900,1785481825287222016,102.425584,11.731284,0.0,288,0,000070ca,6815,219486,8678
289,1785481825439867300,195096192152800,1785481825337378048,102.489252,10.556752,0.0,289,0,000070ca,6816,219531,8680
290,1785481825489627700,195096241912700,1785481825387155968,102.471732,8.701332,0.0,290,0,000070ca,6818,219583,8682
291,1785481825539200300,195096291485600,1785481825437411072,101.789228,6.668628,0.0,291,0,000070ca,6819,219626,8684
292,1785481825589306600,195096341591900,1785481825487421952,101.884648,18.346548,0.0,292,0,000070ca,6821,219698,8687
293,1785481825639486600,195096391771900,1785481825536932864,102.553736,-7.224864,0.0,293,0,000070ca,6822,219716,8688
294,1785481825689430400,195096441715500,1785481825587322112,102.108288,18.184388,0.0,294,0,000070ca,6824,219793,8691
295,1785481825740193000,195096492478500,1785481825637378048,102.814952,-4.260048,0.0,295,0,000070ca,6825,219816,8692
296,1785481825790124800,195096542410000,1785481825687256064,102.868736,17.383736,0.0,296,0,000070ca,6827,219894,8695
297,1785481825840515700,195096592801000,1785481825738066944,102.448756,-7.683544,0.0,297,0,000070ca,6828,219916,8696
298,1785481825891314500,195096643599900,1785481825787910912,103.403588,18.519288,0.0,298,0,000070ca,6830,219997,8699
299,1785481825944199800,195096696485100,1785481825837421824,106.777976,1.617576,0.0,299,0,000070ca,6831,220017,8700
300,1785481825990013400,195096742298700,1785481825889167104,100.846296,21.695996,0.0,300,0,000070ca,6834,220077,8702
301,1785481826039864600,195096792149900,1785481825937044992,102.819608,-4.819692,0.0,301,0,000070ca,6835,220123,8703
302,1785481826089724300,195096842009600,1785481825987333888,102.390412,7.370312,0.0,302,0,000070ca,6837,220182,8705
303,1785481826140758000,195096893043100,1785481826037678080,103.07992,7.07822,0.0,303,0,000070ca,6838,220226,8707
304,1785481826189957500,195096942242600,1785481826086945024,103.012476,-10.481024,0.0,304,0,000070ca,6839,220258,8708
305,1785481826239982100,195096992267200,1785481826138377984,101.604116,-11.172584,0.0,305,0,000070ca,6841,220316,8710
306,1785481826290239100,195097042524300,1785481826187345152,102.893948,7.232748,0.0,306,0,000070ca,6843,220375,8712
307,1785481826339889900,195097092175200,1785481826237611008,102.278892,-22.808808,0.0,307,0,000070ca,6844,220408,8713
308,1785481826389246100,195097141531400,1785481826287811072,101.435028,7.502228,0.0,308,0,000070ca,6846,220475,8716
309,1785481826439244800,195097191530400,1785481826337488896,101.755904,-21.880896,0.0,309,0,000070ca,6847,220508,8717
310,1785481826490824200,195097243109500,1785481826387144960,103.67924,20.03884,0.0,310,0,000070ca,6849,220582,8720
311,1785481826541765000,195097294050300,1785481826436978176,104.786824,-5.595376,0.0,311,0,000070ca,6850,220619,8721
312,1785481826589164600,195097341449600,1785481826487677952,101.486648,-5.668752,0.0,312,0,000070ca,6852,220675,8723
313,1785481826639691000,195097391976200,1785481826537378048,102.312952,1.833352,0.0,313,0,000070ca,6853,220725,8725
314,1785481826689990400,195097442275900,1785481826586877952,103.112448,3.008648,0.0,314,0,000070ca,6855,220776,8727
315,1785481826739563900,195097491849100,1785481826637310976,102.252924,-4.789676,0.0,315,0,000070ca,6856,220825,8729
316,1785481826790331200,195097542616600,1785481826687400192,102.931008,-5.038892,0.0,316,0,000070ca,6858,220875,8731
317,1785481826839019800,195097591304900,1785481826737178112,101.841688,-5.151812,0.0,317,0,000070ca,6859,220924,8733
318,1785481826889882600,195097642167800,1785481826787367168,102.515432,3.864332,0.0,318,0,000070ca,6861,220977,8735
319,1785481826940145900,195097692431400,1785481826836966912,103.178988,11.552588,0.0,319,0,000070ca,6864,221036,8737
320,1785481826990209500,195097742494800,1785481826887689216,102.520284,7.908184,0.0,320,0,000070ca,6865,221078,8739
321,1785481827040419700,195097792705100,1785481826937756160,102.66354,-10.69706,0.0,321,0,000070ca,6866,221109,8740
322,1785481827092367200,195097844653000,1785481826987366912,105.000288,3.757988,0.0,322,0,000070ca,6868,221177,8742
323,1785481827139398800,195097891683800,1785481827037699840,101.69896,-24.27844,0.0,323,0,000070ca,6869,221203,8743
324,1785481827190931300,195097943216500,1785481827087188992,103.742308,11.152708,0.0,324,0,000070ca,6871,221283,8746
325,1785481827239949300,195097992235200,1785481827137367040,102.58226,16.39696,0.0,325,0,000070ca,6873,221332,8748
326,1785481827289185000,195098041470500,1785481827187278080,101.90692,-7.01138,0.0,326,0,000070ca,6874,221368,8749
327,1785481827339863500,195098092149000,1785481827237134080,102.72942,24.10302,0.0,327,0,000070ca,6876,221443,8752
328,1785481827389934600,195098142219800,1785481827287355904,102.578696,-5.356604,0.0,328,0,000070ca,6877,221474,8753
329,1785481827438930400,195098191215600,1785481827337043968,101.886432,19.098432,0.0,329,0,000070ca,6879,221536,8756
330,1785481827489102300,195098241387700,1785481827386899968,102.202332,-5.177768,0.0,330,0,000070ca,6880,221569,8757
331,1785481827539743100,195098292028900,1785481827436888832,102.854268,19.893068,0.0,331,0,000070ca,6882,221636,8760
332,1785481827588984600,195098341269700,1785481827486921984,102.062616,-8.234884,0.0,332,0,000070ca,6883,221667,8761
333,1785481827638843400,195098391128500,1785481827537032960,101.81044,19.00544,0.0,333,0,000070ca,6885,221736,8764
334,1785481827689036600,195098441322100,1785481827586921984,102.114616,-4.943484,0.0,334,0,000070ca,6886,221769,8765
335,1785481827739613400,195098491898600,1785481827636977920,102.63548,-29.04602,0.0,335,0,000070ca,6887,221795,8766
336,1785481827789268000,195098541553100,1785481827686989056,102.278944,10.746844,0.0,336,0,000070ca,6889,221883,8769
337,1785481827839179000,195098591464300,1785481827737533184,101.645816,7.567416,0.0,337,0,000070ca,6891,221933,8771
338,1785481827889086300,195098641372000,1785481827787188992,101.897308,-8.390092,0.0,338,0,000070ca,6892,221960,8772
339,1785481827939894000,195098692179300,1785481827836932864,102.961136,9.475136,0.0,339,0,000070ca,6895,222034,8775
340,1785481827989439600,195098741724900,1785481827886921984,102.517616,-8.385884,0.0,340,0,000070ca,6896,222059,8776
341,1785481828039232300,195098791517400,1785481827937711104,101.521196,7.238796,0.0,341,0,000070ca,6898,222133,8779
342,1785481828090097000,195098842382100,1785481827986955776,103.141224,-7.701376,0.0,342,0,000070ca,6899,222160,8780
343,1785481828139805500,195098892090800,1785481828037022208,102.783292,12.300492,0.0,343,0,000070ca,6901,222236,8783
344,1785481828189714700,195098942000000,1785481828087377920,102.33678,1.99088,0.0,344,0,000070ca,6902,222266,8784
345,1785481828239854100,195098992139400,1785481828137389056,102.465044,2.732044,0.0,345,0,000070ca,6904,222325,8786
346,1785481828289428500,195099041713800,1785481828187599872,101.828628,7.335428,0.0,346,0,000070ca,6905,222374,8788
347,1785481828339526100,195099091811400,1785481828237689088,101.837012,8.226612,0.0,347,0,000070ca,6907,222428,8790
348,1785481828389586400,195099141871700,1785481828286989056,102.597344,-5.767956,0.0,348,0,000070ca,6908,222462,8791
349,1785481828443797700,195099196082700,1785481828337955840,105.84186,1.87536,0.0,349,0,000070ca,6910,222526,8793
350,1785481828489712200,195099241997300,1785481828387345152,102.367048,-23.634352,0.0,350,0,000070ca,6911,222552,8794
351,1785481828539599400,195099291885000,1785481828437166848,102.432552,3.265552,0.0,351,0,000070ca,6912,222617,8796
352,1785481828589445800,195099341730900,1785481828487478016,101.967784,19.061484,0.0,352,0,000070ca,6914,222695,8799
353,1785481828639405300,195099391690600,1785481828537310976,102.094324,6.183024,0.0,353,0,000070ca,6915,222717,8800
354,1785481828689628100,195099441913400,1785481828586999808,102.628292,-12.672508,0.0,354,0,000070ca,6916,222759,8801
355,1785481828739701600,195099491987000,1785481828637255936,102.445664,24.942164,0.0,355,0,000070ca,6918,222843,8804
356,1785481828789272800,195099541558000,1785481828687099904,102.172896,-4.665704,0.0,356,0,000070ca,6919,222876,8805
357,1785481828838865100,195099591150500,1785481828737200128,101.664972,16.951072,0.0,357,0,000070ca,6921,222932,8807
358,1785481828890075000,195099642360000,1785481828787200000,102.875,15.759,0.0,358,0,000070ca,6922,222969,8808
359,1785481828939246500,195099691531900,1785481828837122048,102.124452,-6.186548,0.0,359,0,000070ca,6923,223015,8809
360,1785481828989694400,195099741979500,1785481828887699968,101.994432,-23.467068,0.0,360,0,000070ca,6925,223049,8810
361,1785481829040730200,195099793015500,1785481828937089024,103.641176,10.428876,0.0,361,0,000070ca,6927,223133,8813
362,1785481829088707700,195099840992600,1785481828987099904,101.607796,-5.958504,0.0,362,0,000070ca,6928,223165,8814
363,1785481829140199100,195099892484300,1785481829038266880,101.93222,15.64732,0.0,363,0,000070ca,6930,223220,8816
364,1785481829189457200,195099941742500,1785481829087055872,102.401328,-10.596672,0.0,364,0,000070ca,6931,223265,8817
365,1785481829240292700,195099992578000,1785481829137711104,102.581596,9.143196,0.0,365,0,000070ca,6933,223327,8820
366,1785481829289916900,195100042202000,1785481829187511040,102.40586,7.75516,0.0,366,0,000070ca,6935,223383,8822
367,1785481829339058500,195100091343900,1785481829237945088,101.113412,5.222112,0.0,367,0,000070ca,6936,223426,8824
368,1785481829389497500,195100141783000,1785481829287656192,101.841308,-4.659592,0.0,368,0,000070ca,6938,223477,8826
369,1785481829439806200,195100192091300,1785481829337033984,102.772216,-8.213284,0.0,369,0,000070ca,6939,223516,8828
370,1785481829490518600,195100242803600,1785481829387078144,103.440456,9.664756,0.0,370,0,000070ca,6941,223585,8831
371,1785481829539265900,195100291550900,1785481829437867008,101.398892,-15.053408,0.0,371,0,000070ca,6942,223610,8832
372,1785481829590190500,195100342476100,1785481829487066880,103.12362,-8.78428,0.0,372,0,000070ca,6943,223659,8834
373,1785481829639551300,195100391836300,1785481829536999936,102.551364,-8.742836,0.0,373,0,000070ca,6945,223716,8836
374,1785481829689584200,195100441869500,1785481829586932992,102.651208,10.878908,0.0,374,0,000070ca,6947,223786,8839
375,1785481829739570600,195100491856400,1785481829637356032,102.214568,-14.614632,0.0,375,0,000070ca,6948,223810,8840
376,1785481829789058600,195100541343800,1785481829687233024,101.825576,-4.267524,0.0,376,0,000070ca,6950,223876,8843
377,1785481829839021000,195100591306300,1785481829737111040,101.90996,-7.78934,0.0,377,0,000070ca,6951,223920,8845
378,1785481829888969600,195100641254900,1785481829787200000,101.7696,18.2098,0.0,378,0,000070ca,6953,223985,8848
379,1785481829939468700,195100691753800,1785481829837067008,102.401692,-12.658308,0.0,379,0,000070ca,6954,224016,8849
380,1785481829989722700,195100742008000,1785481829886921984,102.800716,9.644216,0.0,380,0,000070ca,6957,224081,8852
381,1785481830039431400,195100791716700,1785481829937455872,101.975528,-21.761972,0.0,381,0,000070ca,6958,224109,8853
382,1785481830089291800,195100841576700,1785481829987467008,101.824792,7.425792,0.0,382,0,000070ca,6960,224177,8856
383,1785481830139520200,195100891805400,1785481830037656064,101.864136,17.675236,0.0,383,0,000070ca,6962,224247,8859
384,1785481830189903600,195100942188900,1785481830087211008,102.692592,17.784892,0.0,384,0,000070ca,6963,224293,8861
385,1785481830239557000,195100991842300,1785481830137211136,102.345864,-12.827336,0.0,385,0,000070ca,6964,224316,8862
386,1785481830289189300,195101041474500,1785481830187688960,101.50034,2.53904,0.0,386,0,000070ca,6966,224368,8864
387,1785481830339130900,195101091416100,1785481830237299968,101.830932,18.225632,0.0,387,0,000070ca,6968,224447,8867
388,1785481830390577100,195101142862300,1785481830286878208,103.698892,-6.922408,0.0,388,0,000070ca,6969,224466,8868
389,1785481830439275900,195101191561300,1785481830337511168,101.764732,7.976032,0.0,389,0,000070ca,6971,224533,8871
390,1785481830489498500,195101241783800,1785481830388011008,101.487492,7.676392,0.0,390,0,000070ca,6972,224583,8873
391,1785481830539343100,195101291628600,1785481830437032960,102.31014,-21.91126,0.0,391,0,000070ca,6973,224609,8874
392,1785481830589282100,195101341567400,1785481830487056128,102.225972,-6.329028,0.0,392,0,000070ca,6975,224674,8877
393,1785481830640162800,195101392448100,1785481830536966912,103.195888,11.417688,0.0,393,0,000070ca,6977,224733,8880
394,1785481830689259800,195101441545100,1785481830586978048,102.281752,-13.668648,0.0,394,0,000070ca,6978,224763,8881
395,1785481830739194500,195101491479900,1785481830637532928,101.661572,18.196572,0.0,395,0,000070ca,6980,224848,8885
396,1785481830790481400,195101542766700,1785481830687233024,103.248376,-10.303424,0.0,396,0,000070ca,6981,224866,8886
397,1785481830840116500,195101592401700,1785481830736867072,103.249428,8.855328,0.0,397,0,000070ca,6983,224933,8889
398,1785481830889968700,195101642253700,1785481830787467008,102.501692,-15.684508,0.0,398,0,000070ca,6984,224961,8890
399,1785481830943728700,195101696013600,1785481830837632768,106.095932,7.295432,0.0,399,0,000070ca,6987,225032,8893
400,1785481830989422900,195101741708200,1785481830887732992,101.689908,-5.936192,0.0,400,0,000070ca,6988,225076,8895
401,1785481831039124600,195101791409900,1785481830937010944,102.113656,-8.983944,0.0,401,0,000070ca,6989,225115,8896
402,1785481831089873100,195101842158600,1785481830987233024,102.640076,-9.578024,0.0,402,0,000070ca,6991,225167,8898
403,1785481831139600700,195101891885600,1785481831037044992,102.555708,9.607308,0.0,403,0,000070ca,6993,225234,8901
404,1785481831189320100,195101941605500,1785481831087910912,101.409188,-22.365312,0.0,404,0,000070ca,6994,225259,8902
405,1785481831239592800,195101991878100,1785481831137145088,102.447712,-7.277588,0.0,405,0,000070ca,6996,225324,8905
406,1785481831289591600,195102041876700,1785481831187045120,102.54648,-8.51712,0.0,406,0,000070ca,6997,225364,8907
407,1785481831339513200,195102091798500,1785481831236955904,102.557296,11.727796,0.0,407,0,000070ca,6999,225437,8910
408,1785481831389426100,195102141711500,1785481831287055872,102.370228,-16.038372,0.0,408,0,000070ca,7000,225460,8911
409,1785481831440497100,195102192782100,1785481831337156096,103.341004,-4.582896,0.0,409,0,000070ca,7002,225526,8914
410,1785481831489609100,195102241894300,1785481831386977792,102.631308,-15.665792,0.0,410,0,000070ca,7003,225560,8915
411,1785481831539955100,195102292240400,1785481831437266944,102.688156,1.567856,0.0,411,0,000070ca,7005,225626,8918
412,1785481831590028800,195102342314200,1785481831487211008,102.817792,-6.742608,0.0,412,0,000070ca,7006,225666,8920
413,1785481831640156200,195102392441200,1785481831537522176,102.634024,8.420024,0.0,413,0,000070ca,7008,225733,8923
414,1785481831690963400,195102443248900,1785481831587421952,103.541448,-10.313352,0.0,414,0,000070ca,7009,225761,8924
415,1785481831740137000,195102492422300,1785481831637732864,102.404136,7.641336,0.0,415,0,000070ca,7011,225831,8927
416,1785481831790584500,195102542870100,1785481831688067072,102.517428,-15.100572,0.0,416,0,000070ca,7012,225858,8928
417,1785481831839954000,195102592239300,1785481831737200128,102.753872,-4.434628,0.0,417,0,000070ca,7014,225926,8931
418,1785481831889625500,195102641910800,1785481831787688960,101.93654,-10.50156,0.0,418,0,000070ca,7015,225961,8932
419,1785481831939371300,195102691656600,1785481831837656064,101.715236,8.343536,0.0,419,0,000070ca,7018,226033,8935
420,1785481831989280500,195102741565800,1785481831887188992,102.091508,9.264208,0.0,420,0,000070ca,7020,226084,8937
421,1785481832039262400,195102791547700,1785481831936944128,102.318272,-4.825228,0.0,421,0,000070ca,7021,226126,8939
422,1785481832089536700,195102841822000,1785481831987299840,102.23686,18.58096,0.0,422,0,000070ca,7023,226198,8942
423,1785481832139624400,195102891909900,1785481832036966912,102.657488,-12.574012,0.0,423,0,000070ca,7024,226216,8943
424,1785481832189436400,195102941721900,1785481832087367168,102.069232,7.230332,0.0,424,0,000070ca,7026,226283,8946
425,1785481832239600100,195102991885300,1785481832137566976,102.033124,4.924724,0.0,425,0,000070ca,7027,226325,8948
426,1785481832289752500,195103042037900,1785481832187355904,102.396596,10.429896,0.0,426,0,000070ca,7029,226383,8950
427,1785481832339011100,195103091296300,1785481832237544960,101.46614,6.98634,0.0,427,0,000070ca,7030,226427,8952
428,1785481832389102200,195103141387500,1785481832287378176,101.724024,18.088724,0.0,428,0,000070ca,7032,226497,8955
429,1785481832439102900,195103191388200,1785481832336977920,102.12498,-7.85872,0.0,429,0,000070ca,7033,226516,8956
430,1785481832489610800,195103241896100,1785481832386899968,102.710832,10.257732,0.0,430,0,000070ca,7035,226585,8959
431,1785481832539157700,195103291442600,1785481832436966912,102.190788,6.945988,0.0,431,0,000070ca,7036,226631,8961
432,1785481832589321300,195103341606300,1785481832487478016,101.843284,2.462284,0.0,432,0,000070ca,7038,226677,8963
433,1785481832638930300,195103391215800,1785481832537144064,101.786236,-6.651364,0.0,433,0,000070ca,7039,226724,8965
434,1785481832689557900,195103441842900,1785481832586888960,102.66894,17.16034,0.0,434,0,000070ca,7041,226785,8968
435,1785481832739090800,195103491375800,1785481832636867072,102.223728,-13.198372,0.0,435,0,000070ca,7042,226815,8969
436,1785481832789570400,195103541855300,1785481832687421952,102.148448,5.959648,0.0,436,0,000070ca,7044,226876,8972
437,1785481832839628100,195103591913500,1785481832736845056,102.783044,-7.119956,0.0,437,0,000070ca,7045,226923,8974
438,1785481832889669800,195103641955200,1785481832787555840,102.11396,17.25096,0.0,438,0,000070ca,7047,226997,8977
439,1785481832939078900,195103691364100,1785481832837021952,102.056948,12.421348,0.0,439,0,000070ca,7050,227043,8979
440,1785481832989565500,195103741850900,1785481832887500032,102.065468,20.277668,0.0,440,0,000070ca,7051,227097,8981
441,1785481833039040200,195103791325700,1785481832936955904,102.084296,-7.732604,0.0,441,0,000070ca,7052,227119,8982
442,1785481833089547000,195103841832200,1785481832987456000,102.091,20.5201,0.0,442,0,000070ca,7054,227198,8985
443,1785481833140710500,195103892995400,1785481833036921856,103.788644,-6.191856,0.0,443,0,000070ca,7055,227220,8986
444,1785481833188847500,195103941132800,1785481833087356160,101.49134,24.53304,0.0,444,0,000070ca,7057,227297,8989
445,1785481833239683500,195103991969200,1785481833137243904,102.439596,-5.191304,0.0,445,0,000070ca,7058,227325,8990
446,1785481833289293800,195104041579100,1785481833186956032,102.337768,10.784368,0.0,446,0,000070ca,7060,227377,8992
447,1785481833339271000,195104091556500,1785481833236988928,102.282072,-14.482228,0.0,447,0,000070ca,7061,227409,8993
448,1785481833391895400,195104144180500,1785481833287077888,104.817512,-16.477088,0.0,448,0,000070ca,7062,227459,8995
449,1785481833443748500,195104196033600,1785481833336966912,106.781588,-9.695712,0.0,449,0,000070ca,7064,227515,8997
450,1785481833489777100,195104242062400,1785481833388900096,100.877004,-8.424496,0.0,450,0,000070ca,7066,227568,8999
451,1785481833539504000,195104291789500,1785481833437155840,102.34816,-6.41994,0.0,451,0,000070ca,7067,227609,9000
452,1785481833590100900,195104342386200,1785481833487377920,102.72298,-5.97172,0.0,452,0,000070ca,7069,227670,9002
453,1785481833639406900,195104391692100,1785481833537244928,102.161972,-4.808428,0.0,453,0,000070ca,7070,227716,9004
454,1785481833690227200,195104442512300,1785481833587599872,102.627328,5.892828,0.0,454,0,000070ca,7072,227777,9006
455,1785481833739454800,195104491740300,1785481833636977920,102.47688,-23.31322,0.0,455,0,000070ca,7073,227803,9007
456,1785481833789564000,195104541849400,1785481833687721984,101.842016,6.631016,0.0,456,0,000070ca,7075,227877,9010
457,1785481833840102200,195104592387800,1785481833737155840,102.94636,-22.85004,0.0,457,0,000070ca,7076,227907,9011
458,1785481833890421900,195104642707000,1785481833787267072,103.154828,11.676128,0.0,458,0,000070ca,7078,227985,9014
459,1785481833941029100,195104693315400,1785481833837277952,103.751148,-14.581152,0.0,459,0,000070ca,7079,228011,9015
460,1785481833990675800,195104742961100,1785481833887677952,102.997848,2.967448,0.0,460,0,000070ca,7082,228076,9017
461,1785481834040326000,195104792611500,1785481833937588992,102.737008,24.840108,0.0,461,0,000070ca,7084,228147,9020
462,1785481834089792900,195104842078000,1785481833987855872,101.937028,8.883928,0.0,462,0,000070ca,7085,228181,9021
463,1785481834139903800,195104892189200,1785481834038055936,101.847864,7.844264,0.0,463,0,000070ca,7087,228232,9023
464,1785481834189779600,195104942064800,1785481834087500032,102.279568,10.273968,0.0,464,0,000070ca,7088,228282,9025
465,1785481834239465500,195104991750800,1785481834137521920,101.94358,7.93018,0.0,465,0,000070ca,7090,228333,9027
466,1785481834289462600,195105041748200,1785481834187077888,102.384712,16.488712,0.0,466,0,000070ca,7091,228384,9029
467,1785481834339675500,195105091961000,1785481834237122048,102.553452,-12.581348,0.0,467,0,000070ca,7092,228415,9030
468,1785481834389785300,195105142070800,1785481834287343872,102.441428,5.193328,0.0,468,0,000070ca,7094,228466,9032
469,1785481834439790800,195105192076100,1785481834337511168,102.279632,5.426232,0.0,469,0,000070ca,7096,228526,9034
470,1785481834489394900,195105241680300,1785481834387300096,102.094804,7.921404,0.0,470,0,000070ca,7097,228570,9036
471,1785481834539738500,195105292023800,1785481834437422080,102.31642,6.82392,0.0,471,0,000070ca,7099,228627,9038
472,1785481834589205700,195105341490900,1785481834487066880,102.13882,-22.88108,0.0,472,0,000070ca,7100,228657,9039
473,1785481834639894300,195105392179600,1785481834537699840,102.19446,6.29946,0.0,473,0,000070ca,7102,228727,9042
474,1785481834688853500,195105441138700,1785481834586888960,101.96454,-22.51236,0.0,474,0,000070ca,7103,228757,9043
475,1785481834739738700,195105492024000,1785481834637756160,101.98254,8.21774,0.0,475,0,000070ca,7105,228832,9046
476,1785481834789208300,195105541493600,1785481834686855936,102.352364,-20.710036,0.0,476,0,000070ca,7106,228859,9047
477,1785481834839513000,195105591798800,1785481834737478144,102.034856,8.053756,0.0,477,0,000070ca,7108,228932,9050
478,1785481834889439300,195105641724600,1785481834786932992,102.506308,-7.141492,0.0,478,0,000070ca,7109,228968,9051
